Shetran-Optimise
****************
number,deep_soil_conductivity,shallow_soil_conductivity,shallow_soil_depth,AePe_ratio,urban-prec-fraction,NSECal,BiasCal,NSEVal,BiasVal
 240,    0.3770,   58.5197,    3.3075,    1.6775,    0.1496,    0.4589,   -4.6808,    0.4988,    4.6528
 241,    0.4049,   59.9424,    3.2381,    1.6672,    0.1321,    0.4574,   -4.2597,    0.4970,    5.0233
 242,    0.3646,   60.8400,    0.6065,    0.5143,    0.4622,    0.7810,    7.6159,    0.7152,   15.2131
 243,    0.0122,   41.1234,    2.5534,    1.8754,    0.4657,    0.5838,  -14.0902,    0.6403,   -4.2775
 244,    0.0043,  136.0081,    0.5430,    0.8915,    0.3834,    0.8606,    4.8658,    0.8399,   12.6808
 245,    0.5712,   48.6691,    2.9503,    1.1842,    0.4927,    0.5219,    1.8420,    0.5455,   11.1635
 246,    0.5814,    7.3787,    2.9502,    0.6259,    0.2054,    0.7412,    3.7289,    0.6697,   12.0885
 247,    0.7040,   96.1186,    3.8369,    0.6951,    0.4444,    0.3953,   16.5667,    0.3755,   25.0412
 248,    0.6967,   52.6034,    2.2945,    0.7217,    0.4476,    0.6287,    8.6858,    0.6325,   17.7204
 249,    0.0033,  142.7395,    0.5360,    0.8327,    0.4467,    0.8645,    6.2038,    0.8415,   13.9665
 250,    0.3659,   12.0608,    0.7552,    0.8343,    0.4710,    0.5904,   -0.1932,    0.3684,    7.5759
 251,    0.3114,   32.1575,    2.8933,    1.6201,    0.4722,    0.5503,   -9.7976,    0.6005,    0.3831
 252,    0.3703,   43.5305,    1.0939,    1.8526,    0.2594,    0.6970,  -17.8728,    0.7389,   -7.8640
 253,    0.0002,  170.1609,    0.5102,    0.7497,    0.4077,    0.8867,   11.0987,    0.8509,   18.1530
 254,    0.3353,   80.9009,    3.7002,    0.7138,    0.2253,    0.3876,   14.7140,    0.3766,   23.7136
 255,    0.3348,   56.4164,    1.8982,    1.2262,    0.4174,    0.6952,   -2.0791,    0.7247,    7.2481
 256,    0.8466,    3.7393,    3.1240,    0.6547,    0.4397,    0.7168,    3.0623,    0.6092,   11.1959
 257,    0.5453,   36.3330,    1.7099,    0.6952,    0.3804,    0.7502,    4.8297,    0.7428,   13.6915
 258,    0.0022,  139.0967,    0.7497,    1.1239,    0.2892,    0.8717,    1.7845,    0.8563,    9.4437
 259,    0.0036,  128.6071,    0.3573,    0.8596,    0.2855,    0.7559,    2.8609,    0.6416,   10.1480
 260,    0.1514,   81.2956,    3.2976,    1.2952,    0.1070,    0.4610,    4.6198,    0.4707,   13.5998
 261,    0.0155,  117.5998,    1.0482,    1.2994,    0.3182,    0.7709,   -0.0091,    0.7843,    8.5983
 262,    0.6372,   22.1271,    1.8006,    1.0901,    0.2829,    0.7488,   -4.4422,    0.7454,    5.0466
 263,    0.4469,   81.6460,    2.6495,    1.4062,    0.3093,    0.5393,    0.9904,    0.5649,    9.9946
 264,    0.0512,   98.8965,    0.5423,    0.8523,    0.3686,    0.8253,    3.7824,    0.7961,   11.4823
 265,    0.2019,   83.4053,    1.9844,    0.5252,    0.2832,    0.7010,   12.9753,    0.6955,   21.2989
 266,    0.6665,   82.5861,    1.3530,    1.3794,    0.1980,    0.6432,   -1.2907,    0.6723,    7.9552
 267,    0.1441,  148.0415,    0.2027,    1.1298,    0.5213,    0.8059,   -2.2192,    0.7639,    5.5097
 268,    0.0431,   51.5137,    1.1043,    1.6202,    0.2125,    0.7568,  -12.0326,    0.7705,   -3.0121
 269,    0.4732,   93.5179,    1.8312,    1.0197,    0.2068,    0.6625,    5.6272,    0.6758,   14.5012
 270,    0.8526,   63.6382,    3.2918,    1.2742,    0.3107,    0.4646,    2.3883,    0.4884,   11.6975
 271,    0.1492,   87.6873,    1.5625,    0.7534,    0.4085,    0.6963,    9.7806,    0.6968,   18.1918
 272,    0.6016,   84.9533,    3.2538,    1.4850,    0.3353,    0.4528,    2.2848,    0.4638,   11.0769
 273,    0.6486,   34.8203,    3.9502,    1.6029,    0.1036,    0.4239,   -6.9329,    0.4827,    2.9838
 274,    0.4207,    5.6701,    3.1703,    0.7612,    0.1043,    0.7176,    1.0460,    0.6063,    9.3991
 275,    0.7644,   53.0810,    2.4438,    1.1932,    0.4693,    0.5957,    0.5890,    0.6203,   10.0186
 276,    0.3873,    4.8380,    3.0227,    1.6675,    0.4245,    0.6645,  -20.0202,    0.6230,   -8.5536
 277,    0.9018,   63.6692,    0.7973,    1.9780,    0.3447,    0.6717,  -18.6866,    0.7220,   -9.1398
 278,    0.9731,   46.0102,    3.6925,    1.3062,    0.1378,    0.5042,   -1.0749,    0.5379,    8.5546
 279,    0.2372,  125.3271,    0.2410,    1.2105,    0.2900,    0.7924,   -4.5313,    0.7483,    3.5091
 280,    0.4906,   53.0545,    1.4989,    1.6423,    0.2057,    0.6507,   -9.7519,    0.6971,    0.2188
 281,    0.4025,   50.3345,    1.7034,    1.0143,    0.3554,    0.7196,    0.9589,    0.7342,   10.1955
 282,    0.7888,   40.9773,    3.5715,    1.6986,    0.3048,    0.4869,   -8.7443,    0.5404,    1.1226
 283,    0.7838,   81.5333,    2.5443,    1.0449,    0.1159,    0.5467,    6.5523,    0.5614,   15.5494
 284,    0.6053,   29.7966,    1.6364,    1.0848,    0.1186,    0.7394,   -3.2356,    0.7478,    6.3619
 285,    0.6200,   58.1057,    3.6343,    1.0667,    0.2229,    0.4907,    5.1586,    0.5133,   14.2971
 286,    0.5806,   98.1269,    2.1020,    0.9331,    0.4236,    0.5358,   10.0099,    0.5396,   18.7266
 287,    0.7712,   93.7061,    2.6494,    1.4608,    0.3787,    0.5216,    1.4670,    0.5384,   10.2915
 288,    0.4360,   10.6779,    2.6232,    1.7170,    0.2683,    0.6667,  -20.0174,    0.6924,   -8.6145
 289,    0.0395,   91.5920,    2.0268,    1.3783,    0.1988,    0.5450,    2.3640,    0.5664,   11.2977
 290,    0.1313,  126.1731,    0.4315,    0.8083,    0.4690,    0.7789,    2.9673,    0.6981,   10.4315
 291,    0.5732,   57.4229,    3.1994,    1.9893,    0.4721,    0.4362,   -9.6899,    0.4817,   -0.4655
 292,    0.8657,   63.6691,    0.7644,    1.5565,    0.1228,    0.7288,  -11.4358,    0.7579,   -2.0105
 293,    0.7947,   98.5985,    2.3024,    1.7194,    0.1590,    0.5130,   -1.5552,    0.5315,    7.0372
 294,    0.9566,   69.4136,    2.0008,    0.5878,    0.4149,    0.5867,   12.8122,    0.5810,   21.5922
 295,    0.9776,   35.8031,    0.7415,    0.6443,    0.1924,    0.7586,    4.3466,    0.7079,   12.3339
 296,    0.5831,   98.4633,    1.8052,    1.7789,    0.2678,    0.6072,   -5.6040,    0.6455,    3.3537
 297,    0.0677,   49.3712,    1.1211,    1.1421,    0.2863,    0.7938,   -3.0758,    0.7778,    5.4221
 298,    0.1000,  106.4437,    1.0768,    0.9100,    0.3582,    0.7720,    5.6673,    0.7794,   13.9061
 299,    0.4751,   99.9185,    3.4354,    0.7153,    0.4081,    0.4519,   15.1311,    0.4383,   23.8131
 300,    0.7594,   26.6538,    2.3129,    1.5785,    0.1027,    0.6119,  -12.0027,    0.6694,   -1.5005
 301,    0.7442,   18.2707,    1.3313,    1.9702,    0.2587,    0.6116,  -23.5982,    0.6796,  -12.3569
 302,    0.3408,   66.6289,    3.9165,    1.0916,    0.3440,    0.3787,    7.5612,    0.3844,   16.8455
 303,    0.7451,   40.5325,    3.5460,    1.2090,    0.4466,    0.5443,   -0.2910,    0.5712,    9.3232
 304,    0.0570,  122.6912,    0.1660,    1.1652,    0.2349,    0.5329,   -6.0917,    0.3022,    1.3316
 305,    0.3734,   41.0019,    2.4696,    1.7932,    0.2509,    0.5773,  -12.2484,    0.6327,   -2.1024
 306,    0.2850,   81.7161,    2.0010,    0.5802,    0.4093,    0.5841,   14.5665,    0.5758,   22.9601
 307,    0.0638,  110.2646,    1.7205,    0.7159,    0.4286,    0.6737,   11.8860,    0.6736,   20.3429
 308,    0.6524,   82.3221,    3.0000,    0.8204,    0.4612,    0.4560,   11.8698,    0.4509,   20.8718
 309,    0.3613,   20.1000,    0.8534,    0.8228,    0.2061,    0.7300,    0.6087,    0.6193,    8.8027
 310,    0.8250,   49.4735,    2.5494,    1.9169,    0.4910,    0.5245,  -12.3243,    0.5838,   -2.4378
 311,    0.6681,   24.4976,    2.0271,    1.0037,    0.1757,    0.6919,   -1.2747,    0.7058,    8.3840
 312,    0.2094,    3.3817,    3.3159,    1.9706,    0.1239,    0.5742,  -28.4636,    0.5103,  -15.8334
 313,    0.9831,   41.7187,    2.9552,    1.8948,    0.1354,    0.4518,  -11.8533,    0.5161,   -1.8593
 314,    0.3504,    3.7128,    1.8644,    1.2767,    0.2054,    0.6124,  -10.2942,    0.4265,   -1.0001
 315,    0.6633,   16.7840,    2.4467,    1.8488,    0.2697,    0.6019,  -20.7115,    0.6718,   -9.3836
 316,    0.5442,   83.5107,    3.7390,    0.6720,    0.3525,    0.3803,   15.8498,    0.3616,   24.7420
 317,    0.3124,   38.8114,    3.0998,    1.9071,    0.3275,    0.4839,  -12.8849,    0.5468,   -2.9432
 318,    0.2336,   19.4691,    2.9927,    1.2840,    0.2097,    0.6565,   -7.0984,    0.6897,    2.9146
 319,    0.3772,   77.8836,    2.3659,    1.4768,    0.4916,    0.5412,   -0.5447,    0.5716,    8.5369
 320,    0.2412,   39.8633,    2.4159,    0.9977,    0.2386,    0.6617,    1.7462,    0.6848,   10.9542
 321,    0.2685,    2.2327,    2.6286,    0.8330,    0.1711,    0.5119,   -0.6394,    0.2265,    7.1992
 322,    0.9343,   92.0327,    3.9279,    0.8165,    0.2101,    0.3950,   14.2168,    0.3788,   22.9439
 323,    0.0546,  117.8015,    0.4827,    1.4695,    0.2695,    0.8061,   -5.9684,    0.8159,    2.2994
 324,    0.3985,   92.1603,    2.0694,    1.0827,    0.3938,    0.5429,    7.2625,    0.5551,   16.0728
 325,    0.5744,   36.8543,    1.7285,    1.9805,    0.2933,    0.6096,  -19.0421,    0.6835,   -8.4946
 326,    0.8873,   74.7668,    3.4914,    1.4954,    0.1458,    0.4474,    0.4554,    0.4634,    9.5401
 327,    0.6833,   84.3846,    1.6535,    1.7565,    0.3173,    0.6095,   -6.9832,    0.6528,    2.2981
 328,    0.1386,   38.0182,    1.1150,    1.4475,    0.3991,    0.7596,  -10.6177,    0.7544,   -1.3125
 329,    0.0387,   84.8824,    0.7167,    1.5600,    0.1009,    0.7947,   -9.6518,    0.7896,   -1.4176
 330,    0.4601,   86.2471,    3.6879,    1.3545,    0.2688,    0.4577,    4.4943,    0.4631,   13.3724
 331,    0.6741,   24.6921,    3.8096,    1.4960,    0.2328,    0.5048,   -8.2867,    0.5554,    2.0963
 332,    0.0798,   38.6877,    2.6638,    0.5879,    0.1109,    0.6952,    9.0915,    0.6912,   17.6085
 333,    0.4444,   21.9138,    1.6840,    1.3228,    0.1245,    0.7407,   -9.2957,    0.7434,    0.6528
 334,    0.2450,    1.6625,    0.9737,    0.6981,    0.1984,    0.3298,    1.8977,   -0.0469,    9.0525
 335,    0.5159,   28.6312,    1.5506,    1.3996,    0.4139,    0.7142,   -9.7933,    0.7439,    0.3105
 336,    0.5348,    7.2140,    2.7002,    1.3802,    0.1531,    0.7148,  -12.5549,    0.6681,   -2.2397
 337,    0.8480,   54.0909,    1.8791,    1.7430,    0.2827,    0.6245,  -10.9502,    0.6730,   -1.0391
 338,    0.3532,    7.7084,    2.4611,    0.6964,    0.3366,    0.7101,    2.3958,    0.5842,   10.4534
 339,    0.7785,   85.6041,    3.7946,    1.6227,    0.1793,    0.4055,    2.8091,    0.4103,   11.3656
 340,    0.0594,   83.7709,    1.4571,    0.8087,    0.1028,    0.7037,    8.3348,    0.7064,   16.9156
 341,    0.1791,   46.5201,    2.2809,    1.4363,    0.4849,    0.6157,   -4.7399,    0.6493,    4.7118
 342,    0.3583,   55.9700,    2.0227,    0.8441,    0.1231,    0.6304,    7.1799,    0.6372,   16.1229
 343,    0.3257,    5.5453,    3.7896,    0.7427,    0.1214,    0.7304,    1.4724,    0.6404,    9.9902
 344,    0.8983,    2.3073,    3.6675,    1.9032,    0.1107,    0.6051,  -26.6388,    0.6271,  -14.2155
 345,    0.7099,   84.6177,    1.5659,    0.9960,    0.4439,    0.6648,    5.0776,    0.6780,   14.1186
 346,    0.0399,  146.9195,    0.2838,    1.1873,    0.4069,    0.8000,   -3.0347,    0.7435,    4.5619
 347,    0.3523,   87.5192,    2.0876,    1.4178,    0.3540,    0.5357,    1.6306,    0.5602,   10.4709
 348,    0.9119,   68.1661,    3.0928,    1.6704,    0.4594,    0.4422,   -3.1239,    0.4684,    6.1161
 349,    0.1628,    8.8357,    0.7548,    0.7935,    0.1849,    0.4125,    0.4462,    0.0838,    7.8533
 350,    0.6950,   32.5778,    2.3753,    1.3985,    0.3685,    0.6236,   -7.1256,    0.6670,    3.0427
 351,    0.0361,  122.4620,    0.4457,    0.9176,    0.3360,    0.7638,    0.9934,    0.6644,    8.4488
 352,    0.6629,   82.7483,    0.5124,    1.8576,    0.1054,    0.7137,  -15.2717,    0.7543,   -5.8835
 353,    0.3341,   99.3242,    1.6941,    1.5714,    0.4568,    0.6288,   -2.3310,    0.6619,    6.5131
 354,    0.9672,   45.2174,    0.5603,    1.6250,    0.3284,    0.7107,  -14.0734,    0.7363,   -4.6212
 355,    0.8685,   84.3924,    0.5308,    1.1530,    0.1565,    0.7648,   -2.7796,    0.7768,    6.3355
 356,    0.3156,  128.4861,    0.7138,    1.0180,    0.2872,    0.8042,    1.7784,    0.8061,   10.2122
 357,    0.6644,   47.1036,    1.9338,    0.6920,    0.3513,    0.7234,    6.2820,    0.7215,   15.3108
 358,    0.3739,   66.6996,    1.5693,    1.2613,    0.3705,    0.6820,   -1.2466,    0.7036,    8.1684
 359,    0.8933,   27.1313,    1.8716,    1.3627,    0.2990,    0.6940,   -9.0012,    0.7263,    1.1710
 360,    0.8566,   20.8258,    1.9767,    1.5815,    0.2478,    0.6782,  -14.6421,    0.7194,   -4.1092
 361,    0.4089,    1.2092,    1.6567,    1.1441,    0.1086,    0.5484,   -7.1068,    0.3014,    1.6210
 362,    0.2877,  165.3920,    1.2307,    0.9458,    0.6272,    0.7351,    8.3935,    0.7428,   16.5685
 363,    0.2564,  120.7126,    0.7178,    0.6908,    0.3204,    0.8143,    7.0137,    0.7997,   14.9562
 364,    0.1060,   10.1661,    2.4234,    1.3551,    0.1961,    0.7203,  -11.5097,    0.6600,   -1.5088
 365,    0.1680,   72.7814,    0.9865,    1.5603,    0.3568,    0.7413,   -8.4807,    0.7732,    0.4999
 366,    0.9220,   52.7346,    2.0744,    0.9654,    0.4120,    0.6068,    4.3047,    0.6213,   13.6704
 367,    0.5219,   20.0846,    2.9796,    1.4425,    0.1196,    0.6106,  -10.0873,    0.6634,    0.3689
 368,    0.5142,    7.7799,    3.0424,    0.8403,    0.1904,    0.7452,   -0.4827,    0.6902,    8.4602
 369,    0.0428,  138.9283,    1.2664,    0.3850,    0.2559,    0.7691,   15.8337,    0.7545,   23.8650
 370,    0.7498,   39.6167,    2.5983,    0.5666,    0.4996,    0.6573,    9.2758,    0.6583,   18.5263
 371,    0.2674,    4.8285,    2.6697,    0.6604,    0.2494,    0.6083,    2.8274,    0.4049,   10.5143
 372,    0.4378,   79.7447,    3.4136,    0.8504,    0.3988,    0.4617,   11.3347,    0.4616,   20.3029
 373,    0.2593,   30.9737,    1.4436,    0.7397,    0.2150,    0.7735,    3.6848,    0.7560,   12.0571
 374,    0.0435,  165.6484,    0.2071,    0.6741,    0.2913,    0.7980,    6.5910,    0.7239,   13.8031
 375,    0.4047,    9.1916,    0.5715,    1.9088,    0.2227,    0.5978,  -23.9279,    0.4913,  -13.9671
 376,    0.0849,   46.8066,    3.4920,    1.8081,    0.3322,    0.4791,   -9.1809,    0.5366,    0.4366
 377,    0.3848,    4.0977,    1.4734,    1.8686,    0.4058,    0.5949,  -24.9652,    0.5030,  -13.2999
 378,    0.8447,   93.4292,    2.7988,    1.1304,    0.2472,    0.5289,    6.2221,    0.5389,   15.1871
 379,    0.6760,   32.5342,    3.2896,    1.3760,    0.4761,    0.5622,   -5.1686,    0.5993,    4.7760
 380,    0.1399,   61.6104,    3.0879,    1.7109,    0.1033,    0.4588,   -4.5198,    0.4989,    4.6520
 381,    0.5783,   37.1194,    2.9230,    1.6124,    0.4529,    0.5203,   -8.1272,    0.5666,    1.8001
 382,    0.1820,    2.1761,    2.6503,    1.8807,    0.3396,    0.5198,  -25.9207,    0.3618,  -13.9527
 383,    0.3774,   84.5210,    1.7879,    0.5172,    0.1472,    0.6933,   13.0831,    0.6872,   21.6205
 384,    0.5082,   17.6386,    3.8231,    1.7028,    0.2682,    0.5276,  -15.0865,    0.5906,   -4.1031
 385,    0.2552,  186.6834,    0.7466,    0.5261,    0.3909,    0.8047,   12.4323,    0.7923,   20.1151
 386,    0.0959,   95.8367,    3.9802,    1.4651,    0.1749,    0.4227,    5.9554,    0.4211,   14.8117
 387,    0.6400,   32.8311,    1.7559,    1.0479,    0.3094,    0.7331,   -2.2052,    0.7436,    7.3351
 388,    0.6877,   27.8450,    1.7427,    1.6035,    0.1345,    0.6745,  -13.7711,    0.7195,   -3.2913
 389,    0.0802,   31.2653,    2.2127,    1.8710,    0.4632,    0.5940,  -16.4474,    0.6612,   -6.1912
 390,    0.7091,    3.6030,    3.2619,    1.5263,    0.3453,    0.6813,  -16.7830,    0.6425,   -5.8031
 391,    0.0251,   29.2711,    3.5133,    1.9171,    0.1348,    0.5292,  -16.7268,    0.5966,   -6.2651
 392,    0.2325,   94.7064,    2.4542,    0.7702,    0.4879,    0.5539,   12.4963,    0.5542,   21.0094
 393,    0.6003,   14.6313,    0.7542,    1.4742,    0.2890,    0.6958,  -13.5010,    0.6008,   -4.1177
 394,    0.1306,   68.6240,    1.4414,    0.7865,    0.3887,    0.7145,    7.2734,    0.7214,   15.7130
 395,    0.9814,   27.9572,    1.5034,    1.0216,    0.2938,    0.7208,   -2.1892,    0.7307,    7.4592
 396,    0.9231,    6.3115,    1.5451,    0.9332,    0.4378,    0.7292,   -2.5741,    0.6474,    6.1357
 397,    0.9766,   32.9256,    0.5479,    1.1495,    0.1255,    0.7487,   -5.6846,    0.7305,    3.2177
 398,    0.4482,   96.8953,    1.1678,    1.5072,    0.3561,    0.7197,   -5.2101,    0.7521,    4.0995
 399,    0.0722,  124.3234,    0.2909,    0.6970,    0.2800,    0.7596,    4.9844,    0.6588,   12.1917
 400,    0.0344,   95.0332,    2.8080,    0.9464,    0.2233,    0.4655,   10.5196,    0.4578,   19.8039
 401,    0.9270,   46.7699,    3.8182,    1.1658,    0.4457,    0.3993,    2.8831,    0.4231,   12.5152
 402,    0.4049,    2.6037,    2.4227,    1.6359,    0.2945,    0.6256,  -19.4090,    0.5041,   -8.4403
 403,    0.9517,   77.9109,    2.5239,    1.6699,    0.4374,    0.5134,   -3.8190,    0.5462,    5.4481
 404,    0.2328,    4.9224,    2.8666,    1.9792,    0.3584,    0.5919,  -28.2322,    0.5828,  -15.5555
 405,    0.3584,   55.1604,    2.7092,    1.2866,    0.2780,    0.5995,   -0.6890,    0.6279,    8.6139
 406,    0.0634,  138.3178,    0.4545,    0.7494,    0.3362,    0.8281,    7.1056,    0.8114,   14.9010
 407,    0.5329,   48.6859,    2.5995,    0.7033,    0.1383,    0.6434,    8.4560,    0.6478,   17.5311
 408,    0.3916,  117.1190,    0.5018,    0.7511,    0.4251,    0.8064,    5.7103,    0.7960,   13.9757
 409,    0.3737,  142.1994,    0.1005,    0.4797,    0.2920,    0.6060,    7.3574,    0.4052,   14.4756
 410,    0.4362,   83.2777,    1.5107,    1.5718,    0.2449,    0.6380,   -4.1986,    0.6724,    5.0235
 411,    0.1047,   69.1993,    1.2858,    1.6947,    0.2398,    0.7340,  -11.0941,    0.7684,   -2.0941
 412,    0.3253,   75.2521,    1.7077,    1.9335,    0.3936,    0.6151,  -10.7884,    0.6632,   -1.5367
 413,    0.2787,   94.7929,    1.0004,    0.7478,    0.1269,    0.7705,    7.2489,    0.7693,   15.5984
 414,    0.4022,   76.2627,    2.1872,    1.7995,    0.3531,    0.5225,   -5.5910,    0.5593,    3.4323
 415,    0.0364,   42.9050,    2.8711,    0.5740,    0.2363,    0.6024,   11.4620,    0.6026,   20.2776
 416,    0.3031,    2.5250,    0.7427,    0.8299,    0.3436,    0.4106,   -0.4498,    0.0690,    7.1172
 417,    0.3184,   57.1293,    1.5223,    1.4197,    0.3414,    0.6793,   -5.3095,    0.7136,    4.1976
 418,    0.2055,   47.6707,    0.9637,    1.5567,    0.2595,    0.7492,  -11.6651,    0.7707,   -2.3014
 419,    0.0400,   34.6095,    3.1146,    1.0905,    0.3380,    0.6077,    0.4834,    0.6286,    9.9350
 420,    0.8198,   66.1920,    2.1593,    1.0112,    0.2149,    0.5803,    5.3969,    0.5920,   14.5080
 421,    0.2400,   38.0341,    3.6161,    1.7177,    0.1838,    0.5158,   -9.8128,    0.5672,    0.0265
 422,    0.3267,   26.9188,    3.5820,    1.0196,    0.3807,    0.6299,   -0.0176,    0.6584,    9.6596
 423,    0.2390,   99.1765,    2.4642,    0.7756,    0.4123,    0.5467,   12.7057,    0.5465,   21.1853
 424,    0.1319,  139.6062,    0.1425,    0.9882,    0.3037,    0.5909,   -2.4361,    0.3823,    5.0845
 425,    0.6985,   86.1552,    2.4731,    0.5212,    0.1065,    0.5573,   15.6168,    0.5542,   24.1652
 426,    0.0488,   81.7470,    3.7593,    1.2107,    0.1555,    0.3969,    7.2629,    0.3939,   16.6057
 427,    0.7834,   86.2186,    2.1429,    1.7330,    0.3185,    0.5133,   -3.3554,    0.5400,    5.5476
 428,    0.5239,   34.7945,    0.6544,    1.0870,    0.3435,    0.7541,   -4.3727,    0.6868,    4.2811
 429,    0.7339,   39.5367,    2.6789,    1.3614,    0.2165,    0.6143,   -4.7924,    0.6448,    5.0329
 430,    0.6757,   71.2517,    1.4058,    1.4895,    0.3317,    0.6446,   -4.4028,    0.6805,    5.0829
 431,    0.0747,   96.1620,    3.6854,    0.5957,    0.2795,    0.4561,   16.2859,    0.4371,   25.4229
 432,    0.0990,   38.2415,    2.0958,    0.8027,    0.3917,    0.6893,    5.2222,    0.6966,   14.0484
 433,    0.7478,   94.1713,    1.5210,    1.7640,    0.3262,    0.6035,   -5.8443,    0.6448,    3.2370
 434,    0.3275,   22.8516,    2.0009,    1.7543,    0.3346,    0.6266,  -16.8230,    0.6877,   -6.0937
 435,    0.0296,   64.8076,    3.5588,    0.7535,    0.3562,    0.5079,   10.9956,    0.5164,   20.1303
 436,    0.3804,    7.1831,    1.6169,    0.9574,    0.1596,    0.6733,   -3.0093,    0.5170,    5.4577
 437,    0.4530,   77.8111,    3.0368,    0.7532,    0.2249,    0.4666,   12.7850,    0.4643,   21.6450
 438,    0.1227,   92.1091,    2.6384,    1.7950,    0.3452,    0.5268,   -3.1241,    0.5533,    5.3935
 439,    0.0199,   71.2189,    1.4671,    0.6346,    0.1118,    0.7291,    9.9202,    0.7243,   18.3648
 440,    0.6295,    1.1881,    3.2780,    0.5997,    0.1834,    0.5839,    3.7816,    0.3531,   11.4293
 441,    0.2241,   60.7922,    0.6641,    0.7318,    0.3098,    0.7865,    3.7762,    0.7217,   11.6054
 442,    0.0335,   95.9865,    1.0368,    0.7591,    0.2270,    0.7899,    7.2515,    0.7827,   15.4751
 443,    0.6622,    9.0581,    1.5911,    1.8307,    0.2877,    0.6447,  -22.9151,    0.6617,  -11.5034
 444,    0.0654,  177.3488,    0.4324,    0.8509,    0.4491,    0.8163,    3.7496,    0.7645,   11.0993
 445,    0.4834,   39.2549,    3.4835,    0.7049,    0.3038,    0.5948,    8.6033,    0.6011,   17.7151
 446,    0.0930,   85.8108,    1.3171,    1.6121,    0.4452,    0.6486,   -4.3418,    0.6825,    4.5453
 447,    0.7899,   27.5620,    3.0363,    0.5119,    0.4042,    0.6299,    9.6600,    0.6297,   18.8890
 448,    0.0678,   28.3157,    2.5511,    1.3175,    0.3056,    0.6864,   -6.5645,    0.7159,    3.0558
 449,    0.0398,  172.8912,    0.6721,    0.1754,    0.2684,    0.8159,   17.5683,    0.7793,   24.9756
 450,    0.8285,   42.1030,    1.7426,    1.8561,    0.2269,    0.6131,  -15.3271,    0.6753,   -5.0451
 451,    0.4151,   25.6209,    1.4137,    0.8756,    0.2726,    0.7677,    0.2303,    0.7524,    9.1073
 452,    0.7282,   23.1987,    3.8065,    1.3590,    0.3733,    0.5308,   -6.1318,    0.5732,    4.2209
 453,    0.1062,   46.8656,    1.8293,    1.5331,    0.2193,    0.6959,   -8.8509,    0.7347,    0.5428
 454,    0.7368,   80.7480,    3.7675,    0.5388,    0.1205,    0.3715,   17.3610,    0.3513,   26.3701
 455,    0.8025,   66.3560,    1.9543,    0.7941,    0.4123,    0.6853,    6.7724,    0.6948,   15.8591
 456,    0.7457,   46.2514,    1.8646,    0.7709,    0.3965,    0.7174,    4.7972,    0.7203,   13.9465
 457,    0.8885,   69.7318,    2.1084,    0.8602,    0.1208,    0.5786,    8.2891,    0.5842,   17.2574
 458,    0.6272,    2.9455,    1.5783,    1.1913,    0.1867,    0.6677,   -8.3340,    0.5211,    0.8569
 459,    0.3150,   72.2554,    3.2216,    1.1413,    0.2794,    0.4678,    6.0125,    0.4833,   14.9827
 460,    0.1805,   90.6837,    1.4967,    1.9609,    0.2014,    0.6102,   -8.8996,    0.6552,   -0.1959
 461,    0.0892,  149.3160,    0.5884,    0.9091,    0.4211,    0.8221,    4.9365,    0.8162,   12.8278
 462,    0.1223,   24.9177,    3.1113,    0.6084,    0.1494,    0.6751,    7.4422,    0.6717,   16.1135
 
Best Simulation =  253
number,deep_soil_conductivity,shallow_soil_conductivity,shallow_soil_depth,AePe_ratio,urban-prec-fraction,NSECal,BiasCal,NSEVal,BiasVal
 462,    0.0002,  170.1609,    0.5102,    0.7497,    0.4077,    0.8867,   11.0987,    0.8509,   18.1530
